CountyFIPS,PhotoCounts,,CountyFIPS,Contributors
26021,1992,,26021,354
26113,84,,26113,29
26099,1767,,26099,296
26071,187,,26071,44
26091,777,,26091,97
26067,184,,26067,54
18027,62,,18027,18
26157,171,,26157,39
26105,1092,,26105,202
18173,95,,18173,40
26065,1515,,26065,277
26131,985,,26131,181
26023,156,,26023,40
26119,207,,26119,34
26133,120,,26133,40
26165,327,,26165,60
26001,341,,26001,88
26087,733,,26087,59
26103,1089,,26103,224
26111,608,,26111,81
26051,145,,26051,36
26161,6185,,26161,499
26107,118,,26107,34
48411,173,,48411,56
48215,2764,,48215,374
48169,69,,48169,26
48073,400,,48073,62
48147,133,,48147,39
48051,51,,48051,30
48309,926,,48309,165
26141,456,,26141,99
26029,818,,26029,171
26137,310,,26137,78
18085,321,,18085,79
26049,1113,,26049,180
48199,103,,48199,26
48187,175,,48187,66
48151,30,,48151,13
48255,25,,48255,11
48345,34,,48345,15
48025,20,,48025,15
48283,27,,48283,6
48441,678,,48441,116
48407,156,,48407,34
48161,46,,48161,24
48337,162,,48337,41
48447,40,,48447,12
48249,47,,48249,19
48323,331,,48323,39
48267,152,,48267,51
48165,57,,48165,32
48481,128,,48481,40
48315,228,,48315,46
48237,111,,48237,25
48383,25,,48383,13
48371,229,,48371,105
48417,148,,48417,31
48317,12,,48317,8
48409,85,,48409,46
48103,11,,48103,6
48449,47,,48449,14
48365,62,,48365,20
48275,35,,48275,12
48311,35,,48311,15
48389,206,,48389,87
48153,82,,48153,21
48061,2192,,48061,452
48093,41,,48093,23
48463,454,,48463,97
48081,54,,48081,16
48421,15,,48421,12
48377,741,,48377,195
48459,88,,48459,27
48387,25,,48387,10
48193,130,,48193,38
48329,341,,48329,74
48451,353,,48451,71
48221,133,,48221,45
48205,89,,48205,26
48117,87,,48117,47
48297,57,,48297,33
48473,171,,48473,43
48391,36,,48391,15
48269,18,,48269,7
48075,22,,48075,10
48381,833,,48381,173
48253,144,,48253,25
48347,236,,48347,62
48233,65,,48233,22
48359,331,,48359,100
48423,667,,48423,136
48373,109,,48373,48
48197,75,,48197,29
48495,74,,48495,32
48143,321,,48143,58
48087,23,,48087,7
48439,7117,,48439,1301
48101,18,,48101,9
48271,163,,48271,28
48393,27,,48393,11
48403,61,,48403,22
48343,19,,48343,11
48435,53,,48435,24
48397,210,,48397,64
48461,20,,48461,13
48321,268,,48321,86
48507,30,,48507,12
48189,67,,48189,31
48443,72,,48443,32
48415,72,,48415,35
48171,731,,48171,217
48247,1,,48247,1
48241,208,,48241,48
48273,209,,48273,97
48413,5,,48413,4
48431,20,,48431,11
48029,8993,,48029,1554
48167,3578,,48167,882
48179,216,,48179,89
48077,76,,48077,26
48235,15,,48235,9
48219,90,,48219,22
48031,774,,48031,162
48405,40,,48405,12
48023,85,,48023,20
48021,369,,48021,104
48465,668,,48465,189
48355,1923,,48355,551
48149,349,,48149,92
48319,332,,48319,34
48327,82,,48327,17
48109,911,,48109,256
48089,192,,48089,59
48091,1399,,48091,335
48131,21,,48131,11
48017,44,,48017,16
48279,90,,48279,25
48115,26,,48115,16
48059,56,,48059,18
48289,133,,48289,36
48399,48,,48399,31
48291,126,,48291,44
48049,101,,48049,35
48505,63,,48505,18
48379,132,,48379,10
48173,9,,48173,6
12103,11924,,12103,2327
48305,20,,48305,6
48501,19,,48501,11
48095,36,,48095,16
48369,41,,48369,17
48069,128,,48069,10
48005,159,,48005,36
48137,27,,48137,18
48483,235,,48483,68
48333,33,,48333,19
48357,48,,48357,15
48457,57,,48457,18
48471,393,,48471,115
48225,513,,48225,47
48121,2712,,48121,491
48125,33,,48125,17
48285,134,,48285,35
48135,246,,48135,69
48385,116,,48385,42
48037,198,,48037,41
48111,68,,48111,40
48139,495,,48139,109
48053,670,,48053,159
48209,894,,48209,242
48071,386,,48071,83
48229,200,,48229,85
48079,44,,48079,13
48133,91,,48133,38
48155,20,,48155,12
48425,335,,48425,84
48057,202,,48057,76
48055,217,,48055,79
48195,13,,48195,11
48469,297,,48469,45
48141,2428,,48141,567
48067,68,,48067,27
48099,106,,48099,40
48301,18,,48301,11
48213,188,,48213,61
48353,185,,48353,46
48445,41,,48445,19
48375,824,,48375,320
48299,1153,,48299,215
48245,727,,48245,131
12021,9912,,12021,1576
48011,188,,48011,43
48261,75,,48261,43
48395,85,,48395,35
12057,9717,,12057,1777
33011,2066,,33011,354
48335,87,,48335,34
48251,227,,48251,62
48223,575,,48223,25
12099,9623,,12099,1665
12015,1291,,12015,321
48105,61,,48105,34
12117,4053,,12117,368
12003,231,,12003,29
12027,340,,12027,56
48479,544,,48479,144
48181,754,,48181,121
48491,1430,,48491,284
17075,411,,17075,52
48287,73,,48287,27
17063,389,,17063,67
17097,3540,,17097,588
17025,58,,17025,10
17013,142,,17013,28
17019,1615,,17019,273
17023,108,,17023,29
17003,279,,17003,61
17001,353,,17001,58
17017,100,,17017,9
17011,510,,17011,63
17015,312,,17015,55
48243,802,,48243,169
12075,1639,,12075,239
48033,14,,48033,7
12001,3411,,12001,422
48499,310,,48499,36
17021,35,,17021,14
17005,101,,17005,19
19011,179,,19011,26
12101,1817,,12101,387
16055,1844,,16055,441
48019,338,,48019,128
12051,498,,12051,105
48361,224,,48361,61
12041,371,,12041,74
48467,275,,48467,56
12093,370,,12093,94
48293,112,,48293,39
48043,3593,,48043,499
12011,15428,,12011,2692
48039,594,,48039,195
48015,171,,48015,48
10005,2956,,10005,494
48401,89,,48401,31
12109,6408,,12109,1082
12005,2219,,12005,582
12045,712,,12045,160
12043,310,,12043,81
48145,110,,48145,26
12083,2208,,12083,398
1003,2392,,1003,546
48277,136,,48277,48
48485,524,,48485,95
48185,230,,48185,60
12031,5459,,12031,878
48493,71,,48493,23
12079,250,,12079,43
12039,279,,12039,48
12097,4446,,12097,1012
48045,260,,48045,58
12071,8978,,12071,1741
48013,35,,48013,15
48503,88,,48503,28
12127,7551,,12127,1437
48217,186,,48217,64
48437,21,,48437,13
48331,181,,48331,32
48303,751,,48303,163
12029,353,,12029,54
12115,5208,,12115,1104
12061,1595,,12061,313
48007,379,,48007,125
48363,344,,48363,100
48427,97,,48427,31
48211,70,,48211,22
48281,298,,48281,32
48035,159,,48035,48
48027,597,,48027,145
48127,44,,48127,14
48433,19,,48433,11
48325,96,,48325,52
12023,686,,12023,103
12019,646,,12019,105
12107,531,,12107,112
48239,99,,48239,21
48367,225,,48367,89
12129,1067,,12129,180
48227,103,,48227,37
48497,479,,48497,82
12059,100,,12059,27
12033,3566,,12033,618
12035,956,,12035,234
12125,42,,12125,5
12009,13177,,12009,2288
12121,688,,12121,106
22093,585,,22093,163
48429,62,,48429,14
12095,42456,,12095,5318
48203,280,,48203,91
17145,41,,17145,16
12085,2048,,12085,323
48263,26,,48263,12
37183,5304,,37183,770
21139,144,,21139,37
48107,77,,48107,17
12091,2621,,12091,589
48003,37,,48003,13
48419,23,,48419,13
48295,42,,48295,18
48489,102,,48489,42
12081,3077,,12081,767
17095,219,,17095,45
17083,395,,17083,78
12087,20392,,12087,3912
48009,105,,48009,26
8005,2355,,8005,430
9011,3803,,9011,722
12089,1150,,12089,247
48339,1065,,48339,246
48487,102,,48487,27
12017,1510,,12017,347
12067,276,,12067,32
48259,230,,48259,86
12119,620,,12119,120
12133,144,,12133,42
17085,1146,,17085,154
1087,360,,1087,26
48113,12588,,48113,1889
48097,267,,48097,61
48159,40,,48159,11
48047,61,,48047,13
12065,299,,12065,53
48177,155,,48177,38
12113,906,,12113,232
17007,236,,17007,31
11001,49283,,11001,6179
17107,166,,17107,52
17071,66,,17071,26
12047,426,,12047,78
12013,13,,12013,8
8014,265,,8014,85
12053,1000,,12053,181
48307,48,,48307,23
48475,132,,48475,38
48163,15,,48163,11
48129,72,,48129,34
48313,105,,48313,15
17103,477,,17103,74
48207,14,,48207,7
48477,500,,48477,111
17079,30,,17079,8
12111,1188,,12111,292
1073,2061,,1073,414
5007,1862,,5007,193
17101,210,,17101,16
48349,174,,48349,49
12105,8803,,12105,834
48265,277,,48265,92
48455,38,,48455,20
17041,115,,17041,38
12123,339,,12123,56
12073,1557,,12073,294
48083,69,,48083,27
48063,57,,48063,14
12063,438,,12063,89
48231,175,,48231,46
12069,2406,,12069,445
12055,959,,12055,185
12049,103,,12049,40
12007,81,,12007,20
48001,1410,,48001,55
48157,1686,,48157,363
9009,7545,,9009,693
48183,326,,48183,62
48123,69,,48123,20
48065,254,,48065,108
48191,117,,48191,34
48351,83,,48351,19
48175,150,,48175,46
48041,1168,,48041,230
48453,9710,,48453,1784
12077,113,,12077,27
17123,209,,17123,25
27095,171,,27095,43
17153,25,,17153,11
48341,28,,48341,20
48257,142,,48257,58
12037,1264,,12037,269
48119,44,,48119,9
12131,1780,,12131,472
30111,747,,30111,182
17073,444,,17073,66
17111,1149,,17111,204
53075,1493,,53075,251
21111,3104,,21111,553
40051,172,,40051,50
27053,11227,,27053,1562
17185,70,,17185,14
36013,1071,,36013,225
54039,1866,,54039,218
39089,1686,,39089,148
41051,15604,,41051,2414
17033,69,,17033,11
42003,12121,,42003,1390
17057,41,,17057,18
25013,2254,,25013,312
17077,506,,17077,109
17135,108,,17135,40
17081,111,,17081,28
17159,59,,17159,8
51005,258,,51005,80
41053,492,,41053,123
17131,18,,17131,14
17059,248,,17059,24
55133,1518,,55133,229
31023,152,,31023,16
31047,183,,31047,53
17157,579,,17157,56
17109,212,,17109,23
35001,4606,,35001,1005
17203,191,,17203,36
17039,76,,17039,22
17113,815,,17113,148
23019,986,,23019,243
35061,158,,35061,52
53055,3855,,53055,644
41039,6166,,41039,1202
29047,732,,29047,170
17053,108,,17053,21
56013,2740,,56013,427
39033,254,,39033,18
17169,34,,17169,6
17099,2120,,17099,257
17151,295,,17151,44
17195,344,,17195,61
37031,2051,,37031,410
17161,679,,17161,121
26005,1125,,26005,167
23003,947,,23003,181
17193,133,,17193,20
23027,1630,,23027,264
40121,63,,40121,30
17199,175,,17199,41
17149,83,,17149,29
17105,484,,17105,96
17121,158,,17121,24
17087,255,,17087,48
17037,1046,,17037,127
38015,545,,38015,163
17117,179,,17117,47
28099,10,,28099,7
17089,7448,,17089,484
17141,665,,17141,85
17127,154,,17127,61
17067,483,,17067,90
17045,59,,17045,22
48085,3608,,48085,587
17187,34,,17187,15
25009,8978,,25009,1348
45069,146,,45069,21
17189,84,,17189,28
25021,3245,,25021,624
17091,823,,17091,86
17047,15,,17047,6
20077,23,,20077,12
40089,344,,40089,84
17035,76,,17035,20
17115,212,,17115,45
50023,1587,,50023,389
17143,658,,17143,128
17147,203,,17147,49
17043,101284,,17043,2069
42001,3578,,42001,538
17179,353,,17179,97
17133,80,,17133,30
17069,299,,17069,34
53033,39497,,53033,5293
17191,65,,17191,9
17139,46,,17139,22
25015,2453,,25015,349
17171,18,,17171,6
46013,60,,46013,32
51059,6952,,51059,1260
17175,78,,17175,12
34003,8795,,34003,979
26125,11044,,26125,780
48201,15958,,48201,2407
17125,38,,17125,15
17197,9815,,17197,580
17155,56,,17155,8
39041,842,,39041,191
24510,9906,,24510,1283
21155,75,,21155,30
17009,57,,17009,5
17177,372,,17177,45
17061,18,,17061,10
40101,258,,40101,58
17051,94,,17051,32
47037,6654,,47037,1072
17163,1022,,17163,255
36099,351,,36099,126
46041,18,,46041,10
17031,94974,,17031,8100
35031,697,,35031,246
51840,364,,51840,53
17029,164,,17029,38
17119,1474,,17119,246
17049,122,,17049,53
17201,817,,17201,146
17165,1080,,17165,54
18097,4982,,18097,877
53035,3331,,53035,622
17167,1332,,17167,261
17137,105,,17137,19
17173,52,,17173,19
17027,150,,17027,32
36011,513,,36011,130
24005,3536,,24005,477
17129,91,,17129,17
31041,162,,31041,21
44009,2645,,44009,564
36081,13250,,36081,2351
17055,98,,17055,29
17065,92,,17065,9
37051,661,,37051,128
24031,7426,,24031,988
49035,15279,,49035,2037
17093,1386,,17093,120
13121,11937,,13121,2018
37173,2457,,37173,714
8013,6660,,8013,1181
32001,792,,32001,203
4003,5415,,4003,884
53057,4706,,53057,879
32019,642,,32019,172
6023,8781,,6023,1077
32005,1793,,32005,568
4012,1258,,4012,347
4007,2969,,4007,645
4019,12049,,4019,1924
32033,1945,,32033,344
51700,1712,,51700,136
32017,2305,,32017,403
32031,7019,,32031,1263
32009,609,,32009,197
32015,528,,32015,173
4021,7588,,4021,1081
32007,2175,,32007,376
4023,1431,,4023,308
32027,1092,,32027,292
4027,1419,,4027,332
6017,7925,,6017,1818
6047,1442,,6047,370
6087,6849,,6087,1604
32510,1030,,32510,201
6083,12629,,6083,2201
6091,963,,6091,227
6061,10751,,6061,1140
4025,12375,,4025,2222
32023,2945,,32023,844
32029,1427,,32029,261
6015,2580,,6015,572
6021,311,,6021,87
4009,897,,4009,128
6033,857,,6033,219
4011,404,,4011,106
6001,13889,,6001,2347
12086,54112,,12086,6955
51199,1332,,51199,186
32011,250,,32011,98
32021,894,,32021,180
32013,991,,32013,242
6027,23310,,6027,3719
6031,382,,6031,88
6055,3772,,6055,910
6041,16216,,6041,4275
6057,3417,,6057,713
4005,50155,,4005,7672
4015,14524,,4015,3813
6101,346,,6101,93
6043,19164,,6043,3861
6051,12880,,6051,2305
6013,6142,,6013,1092
6073,52723,,6073,7415
6079,11587,,6079,2551
6085,15957,,6085,2560
6109,4963,,6109,1224
6113,1493,,6113,392
6081,10188,,6081,2476
6107,7727,,6107,1513
6039,2924,,6039,713
6045,4717,,6045,975
6075,70698,,6075,11005
6095,2928,,6095,521
6053,19112,,6053,4039
6099,979,,6099,319
6025,3634,,6025,872
6069,1374,,6069,300
6097,7743,,6097,1527
6115,462,,6115,148
6067,12586,,6067,1370
6005,997,,6005,287
6063,1755,,6063,356
6049,514,,6049,133
6103,850,,6103,249
6011,606,,6011,131
6093,4700,,6093,987
6019,10119,,6019,1336
6003,1848,,6003,482
6059,34416,,6059,4940
6035,962,,6035,233
6007,3634,,6007,363
6111,7709,,6111,1580
6009,889,,6009,280
6077,1313,,6077,386
6105,2033,,6105,237
6029,7797,,6029,1427
6065,21607,,6065,3452
4001,5351,,4001,1156
6037,139982,,6037,13570
4013,33713,,4013,3852
6089,4336,,6089,983
32003,58175,,32003,8614
4017,9739,,4017,2304
17183,315,,17183,60
17181,293,,17181,62
6071,27899,,6071,4372
